854 3
128.3 218.8 135.4
145.7 220.6 136.5
104.6 205.9 134
86.35 62.19 101.7
73.49 89.76 110.5
146.9 184.8 144.6
138.1 44 92.71
167.4 201.2 142.1
86.14 44.59 93.78
127.3 8.8 94.06
127.5 14.67 94.32
174.5 183.6 141.5
159.5 189.5 139.1
141.2 196.5 138.5
126.9 22.88 103.7
173 193 141.4
101.7 33.44 102.2
136.4 59.84 105.1
130.9 65.12 99.12
149.1 176.6 147
153 26.99 99.71
180.8 184.2 142.6
114.6 26.4 100.4
127.8 5.28 64.06
145.6 9.973 102.4
229.6 174.8 150.1
207.3 177.2 143.6
188.4 180.1 142.7
126 15.84 112
148.8 180.7 142
107 18.19 102.9
126.5 21.71 95.4
147.2 47.52 116.7
174.4 192.4 142.7
142.2 193.6 142.3
172.9 200.6 140.6
190.7 201.8 139.1
122 21.12 104
180.4 188.3 142.6
154 188.9 142.5
128.2 190.1 139.6
115.5 32.27 98.33
118.2 31.68 113.6
170.5 196.5 140.9
169.5 197.1 141.5
144.9 197.7 141.5
138.4 199.5 141.4
160.4 186.6 141.4
188.5 193 137.3
120.1 30.51 93.13
185 198.3 136.4
141.7 178.3 142.8
136.8 81.55 132.3
115 34.03 83.8
150 46.93 81.21
169.3 188.9 141.4
172.2 192.4 138.3
154.8 195.9 138.1
146.7 199.5 136
117.8 44.59 104.5
114.5 45.76 97.04
128.4 86.24 117.4
134.4 210.6 133.6
122.2 35.2 96.05
118.2 36.96 91.75
148.9 200.6 137.9
143 69.81 96.87
107.9 44 101.2
125.1 68.05 109
122.9 56.91 100.1
97.37 49.28 93.01
116.7 219.4 135.7
146.2 224.7 134.8
104.2 238.8 133.8
102.4 227 135.9
152.4 208.9 137.9
162.5 210 139.9
178.9 211.8 136.4
123 106.2 118.1
111.7 104.4 107.7
133.9 230 134.4
111.8 230.6 133.2
128 226.5 137.1
145.1 210 140.6
108.7 217.7 137.5
148.2 209.4 137.7
164.9 210.6 140.5
122.6 218.8 135.3
148.6 219.4 136.8
171.6 204.7 140.2
169.3 204.7 139.2
162.9 205.9 139.8
168.1 206.5 140
135 207.7 139.4
120.1 213.5 136.1
127.4 213.5 137
138.4 214.1 138.1
162.1 214.7 139.9
158.7 215.9 138
105.1 230 134.9
124.6 211.8 140.8
114.1 234.7 136.1
112 236.4 136.7
137.6 224.1 135.4
111.1 224.1 135.1
113 225.3 134.8
140.4 224.7 136
137.1 225.9 135.5
132.9 210 143.2
122.8 227.6 135.5
108.7 230.6 134.8
117.8 211.2 144.3
127.3 217.7 141.2
132.7 213.5 138.6
77.08 52.8 92.49
177.4 222.3 137.1
108 227 133.2
137.3 209.4 138.9
99.46 57.49 103.5
82.1 49.28 90.18
129.2 217.7 133.8
165.2 217.7 136.6
136.4 220 135.8
105.2 201.2 135
108.2 203 132.7
130.2 224.1 136.7
130.7 218.8 138
123.8 222.3 142.2
128.3 220.6 136.8
131.9 205.3 139.6
139.3 205.9 133.2
129.1 227 136.4
99.43 226.5 133.9
128.6 217.1 141.6
124.4 214.1 138.6
117.2 227.6 136.3
110.9 223.5 136.2
152.7 210 131.5
130 204.2 134.3
96.94 68.64 85.89
117.3 211.8 131.6
120.2 190.1 140
137.9 195.4 137.3
133.6 202.4 135.2
127.5 210 132.9
165.4 214.7 132
126.2 224.7 130.4
102.8 207.7 133.4
115.8 215.3 128.8
123.6 187.7 141.4
131.2 193 138.2
180.7 205.9 133.4
200.2 214.7 128.9
139 81.55 120.9
138.1 81.55 116.2
137.1 191.8 138.1
135.6 194.8 136.2
193.6 203.6 133
182 207.7 131.6
124.8 193.6 138.5
113.6 196.5 139.4
131.8 69.81 94.26
148.7 219.4 129.6
84.98 54.56 88.88
110.9 78.03 108.1
168 208.3 133.2
154.5 212.4 131.2
152.6 217.1 130.4
156.9 222.9 127.4
104.3 61.01 84.2
116.3 79.79 91.02
121.4 78.61 106.6
126 203 136.1
136.3 198.9 135.9
156.9 205.9 132.2
149.5 200.6 132.7
131.4 207.7 133
135.7 198.3 135.3
135.8 201.8 135
101.7 83.89 85.12
99.07 85.65 81.53
135.3 199.5 136.7
104.6 203 138.1
99.85 87.41 112.6
95.72 89.76 110.4
128.3 204.2 133.7
116 211.2 130.2
118.1 208.3 136.2
85.95 215.3 131.2
163 202.4 130.6
162.4 205.9 130.1
132.2 209.4 128.5
121.8 213.5 127.1
123 205.9 132.9
116.6 209.4 131.9
113.5 213.5 130.3
110 217.7 129.8
92.82 210.6 136.5
70.02 65.71 106.8
95.36 225.9 130.6
66.31 238.2 130.7
86.89 65.71 80.68
87.2 69.81 109.3
93.65 91.52 107
85.28 88.59 96.07
84.31 217.7 135.3
93.57 222.9 131.2
103.6 229.4 134.5
76.06 237 128.6
27.72 242.3 132.3
41.96 247.6 143
119.9 237 146
61.85 238.8 135.1
80.97 242.9 144.1
58.21 228.8 136.8
49.22 236.4 135.3
12.99 14.08 63.13
20.84 14.67 107.8
22.79 249.9 144
23.55 256.4 148.2
10.34 39.89 81.95
75.4 242.3 129.1
57.34 94.45 57.11
41.79 37.55 114.6
18.81 49.87 28.96
64.18 55.15 93.65
81.31 201.8 127.4
59.13 80.96 34.05
67.85 92.11 45.41
38.36 58.67 104.1
32.57 214.1 134.8
36.24 110.9 77.56
40.95 116.2 70.72
49.53 244.6 157.6
34.69 261.1 138.1
45.83 227 138.1
49.11 239.9 146.4
21.44 136.7 102.9
22.7 129.1 104.5
6.221 24.64 73.38
9.07 15.84 78.53
11.94 22.88 53.92
12.63 23.47 56.82
47.88 127.9 78.36
107.2 229.4 105.9
97.7 72.75 66.09
143.8 59.84 95.78
42.47 257 91.85
42.12 257 94.86
23.68 158.4 70.37
27.85 169.5 67.88
62.88 62.77 79.35
126.4 193 129.8
80.65 59.84 76.42
170.3 192.4 124.2
31.15 258.1 94.57
40.52 257 96.42
29.76 75.68 103.1
48.43 125.5 83.57
8.323 203.6 96.64
9.081 207.1 100.7
8.053 139 124.6
11.9 198.3 95.27
28.83 130.2 99.94
52.89 219.4 114.8
42.09 246.4 113
72.44 245.8 103.2
73.22 78.61 72.6
82 188.3 124.6
83.48 69.23 36.11
104.3 63.36 75.32
42.24 95.63 82.98
34.29 77.44 100.1
38.72 56.32 100.5
78.62 87.41 67.02
76.57 69.23 49.5
110 201.8 129.5
83.84 50.45 81.04
105.2 90.35 111.1
49.58 144.9 94.44
19.1 43.41 103.3
53.08 108.5 84.68
46.05 86.83 84.28
72.84 86.24 75.04
70.26 70.4 79.73
41.99 130.8 80.52
56.07 123.8 92.12
40.66 108.5 84.93
41 105.6 85.67
12.13 28.16 142.9
54.92 95.63 84.8
58.13 90.35 83.65
45.84 79.79 82.95
45.89 72.75 86.77
46.77 68.64 86.36
94.15 78.61 63.93
80.04 62.77 51.5
83.32 73.33 36.82
94.07 76.85 59.7
56.87 75.09 81.25
74.36 82.13 64.67
76.6 73.33 57.97
76.44 64.53 64.29
76.47 56.32 58.46
83.23 82.72 50.71
79.66 78.03 47.52
77.6 71.57 43.9
74.29 65.71 42.56
73.31 58.08 43.32
62.05 127.9 61.08
66.07 230.6 116.9
57.59 210 130.9
65.47 89.76 79.74
50.65 52.21 86.02
115.4 191.3 131.1
57.79 115 72.73
41.87 88.59 89.46
84.75 166.6 105.2
82.27 221.8 117
37.27 61.6 100.9
81.15 200.6 134.7
117.2 202.4 128.1
74.83 66.29 71.37
45.58 126.1 49.49
70.05 126.1 59.92
21.65 69.23 88.59
60.23 114.4 71.03
39.37 78.61 87.65
41.54 60.43 97.74
14.29 46.35 115.5
40.2 120.3 62.82
78.93 120.9 75.26
89.59 140.8 88.68
72.65 117.9 87.15
36.5 80.96 90.59
14.72 33.44 111
33.52 72.75 103.7
56.21 96.21 84.97
60.69 96.21 81.21
48.49 67.47 84.69
57.98 199.5 133.6
61.31 59.84 80.6
66.09 133.8 114.4
47.33 76.27 83.92
36.63 68.05 98.33
49.5 86.83 87.98
62.99 205.3 132.3
94.12 206.5 134.7
48.4 62.19 86.46
48.36 59.84 86.27
49.38 58.67 85.53
58.51 73.92 89.12
73.42 194.8 123.1
77.06 230.6 114.3
73.26 231.1 112.3
83.53 116.7 84.57
68.26 101.5 70.39
51.77 83.89 94.78
71.53 86.83 67.19
54.7 112.6 79.89
69.64 180.7 100.5
75.88 225.9 113.9
93.43 226.5 111
59.2 95.63 79.6
65.27 96.8 67.85
72.6 96.8 66.91
89.13 140.8 101.2
114.6 201.8 128.2
67.86 67.47 75.28
90.14 189.5 126.6
123.1 192.4 130.8
46.84 63.95 97.26
61.68 76.85 79.54
71.82 78.03 73.21
77.89 78.61 65.89
109.8 195.9 128.2
88.23 129.1 107.4
122.2 197.7 129.8
104.3 197.7 132.6
84.28 56.91 73.02
94.48 107.9 114.3
102 68.64 73.34
116.4 119.7 120.4
69.83 48.69 68.87
91.93 123.2 113.6
99.19 179.5 132.4
154.3 180.1 136
75.2 50.45 44.35
77.45 45.76 51.58
91 46.93 71.04
117.6 186.6 129.1
54.74 256.4 92.86
27.96 256.4 112.2
102 230 101.6
110.4 229.4 103.2
14.69 190.7 86.18
17.07 193 82.01
15.15 184.8 88.05
19.36 174.8 64.3
59.89 244.6 106
54.63 244.6 102.3
45.99 181.9 80.67
75.35 180.7 65.6
100.9 55.15 68.27
92.73 95.04 87.85
147.3 204.7 126.1
127.1 48.69 83.35
87.99 87.41 62.77
99.82 211.8 120.5
146.5 211.8 113.8
143.7 211.8 115.1
185.5 183.6 135.1
128.1 174.8 135.8
118 53.39 89.58
130.2 61.6 69.05
73.01 229.4 116.5
93.56 228.8 104.2
77.59 116.2 96.68
95.72 211.8 120.6
103.7 193 132.4
90.67 60.43 68.14
98.48 221.8 114.4
99.86 221.2 111.7
94.3 221.2 115.7
100.2 220.6 110.9
93.95 68.05 61.85
87.69 75.09 66.12
93.4 72.16 68.78
121.4 125.5 97.27
114.7 179.5 134.1
168.4 185.4 130.2
120.3 96.8 115
133.2 65.71 100.3
128.4 183 133.6
122.7 183.6 133.6
144 182.5 131.3
115.4 73.33 96.2
115.5 180.1 136.2
118.9 173.1 137.8
111.9 56.32 103.7
133.2 167.8 137.7
105.1 193 134.7
125.5 191.8 129.4
133.4 181.9 133.8
135.3 183.6 132.9
107.1 177.2 133.4
167.2 181.9 136.7
124.1 187.1 132.3
129.4 187.7 132.7
100.7 188.3 136.7
112.3 188.3 134.3
120.1 187.7 131
108.7 176.6 134.6
158.7 174.2 139.3
173.1 176 138.5
165 177.8 136.3
159.9 178.3 132.6
121.6 183.6 131.5
118.2 176.6 136.3
119.6 96.21 119.4
122.4 97.39 109.3
85.52 93.87 108.3
86.46 85.65 107.8
95.49 78.03 106.2
101.5 70.4 106.9
111.3 170.1 137.7
99.81 100.3 121.8
100 92.11 121.9
124.6 85.07 108.5
128.2 83.31 102.8
131.1 83.31 97.99
98.29 85.07 100.6
91.76 69.81 82.28
129.3 183.6 132.5
127.4 76.85 96.88
198.3 186 131.6
137.3 181.3 131.9
117.4 86.83 101.1
100.1 52.8 75.15
95.95 56.32 72.64
96.93 62.77 81.85
124.1 181.3 129.8
127.2 179.5 134.7
142.7 178.9 132.7
129.6 82.72 106.9
111.2 59.84 110.7
116.4 168.4 137.9
158.2 209.4 125
139 62.19 98.36
124.1 169.5 138.5
187.7 169 138
196.8 168.4 138.7
185.1 169 138.1
133.3 83.89 92.74
135.6 84.48 86.86
137.1 86.24 80.85
116.8 85.65 79.74
95.33 229.4 108.4
104.4 229.4 105
113.4 211.8 112.3
118.4 211.8 115.4
94.32 61.6 70.62
163.7 192.4 125.4
118.7 221.2 109.6
129.1 220.6 108.2
112.2 220.6 109.3
144.5 220.6 107.2
122.5 202.4 121.1
177.1 202.4 118
145.3 202.4 118.5
146.3 202.4 120.8
124.4 60.43 94.44
102 61.6 88.16
150.6 176 136.7
131.3 52.21 69.98
109 65.71 88.4
105.3 65.12 84.08
171.6 184.8 128.8
119.9 63.36 70.75
205.4 166.6 138.5
118.6 168.4 137.5
144 48.69 81.51
121.4 72.16 61.03
54.17 252.9 131.8
61.27 149 88.85
74.79 91.52 85.63
84.46 107.4 96.59
117.8 125 49.01
101.6 114.4 35.86
41.81 257.5 139.4
37.29 256.4 143.2
45.64 268.7 131
52.6 275.1 127.2
0 0 0
